file_id,aritfact_id,slug,img_key,is_journal_article
5423048,4598714,competition-market-study-of-ukraines-electricity-sectorabbreviations-and-acronyms,artifacts/file/img/b24806e2-798d-7bca-280f-f7c61ae7d880.png,true
5423097,4598727,development-co-operation-report-2020digital-development-for-africa,artifacts/file/img/f8e7cc6a-f538-949f-bcfa-824765d42462.png,true
5423099,4598796,education-at-a-glance-2022new-zealand,artifacts/file/img/f92f8e88-7911-2ebe-2365-6a13e367c452.png,true
5423105,4598622,dinamicas-do-desenvolvimento-em-africa-2021transformacao-digital-emprego-dos-jovens-e-a-agenda-2063-na-africa-austral,artifacts/file/img/c30068ed-fa88-5f57-47c2-a4792f599b9f.png,true
5423112,4598791,rinkove-doslidzhennia-stanu-konkurentsiyi-v-elektroenergetichnomu-sektori-ukrayinivisnovki-ta-rekomendatsiyi,artifacts/file/img/f3a9d7c7-5e0b-29ba-1896-6ed7834c42cb.png,false
5423115,4598641,pisa-2018-results-volume-vforeword,artifacts/file/img/b52c1d8f-11ae-b657-6301-73ce42ac732b.png,true
5423127,4598646,back-to-the-future-of-educationexecutive-summary,artifacts/file/img/99975e94-15ce-2f1d-a05c-e6a9170c771a.png,true
5423128,4598801,oecd-development-co-operation-peer-reviews,artifacts/file/img/5535ce79-76b7-96f7-d2b1-c86960017cc3.png,true
5423136,4598874,strengthening-early-childhood-education-and-care-in-irelandassessments-and-recommendations,artifacts/file/img/2dc6bc98-866d-e90d-4e78-63f1f28a43b7.png,true
5423152,4598867,gender-equality-and-the-empowerment-of-women-and-girlsplanning,artifacts/file/img/0b69d3a7-1a34-b375-3890-9b5c2747b520.png,false
5423174,4598901,perspectives-economiques-de-locde-volume-2020-numero-2islande,artifacts/file/img/58e8a875-292c-5b4f-edba-0bf144b335a7.png,true
5423180,4598647,gender-and-the-environmenttowards-a-joint-gender-and-environment-agenda,artifacts/file/img/35d2ae64-1b4b-70f1-e0c6-b762c294ce9b.png,true
5423210,4598737,dinamicas-do-desenvolvimento-em-africa-2021siglas-e-acronimos,artifacts/file/img/9defdb92-aefe-b99c-a118-65c393673e41.png,false
5423288,4598828,regards-sur-leducation-2022quel-est-le-montant-total-des-depenses-publiques-deducation,artifacts/file/img/80c1f0f2-acbb-624e-ec5d-bec95a267f22.png,true
5423302,4599030,oecd-economic-surveys,artifacts/file/img/23688f18-0098-9bfb-f003-b3b36847e46d.png,false
5423314,4598824,development-co-operation-report-2020evidence-for-policy-making-in-uncertain-times,artifacts/file/img/4ec166c1-14a4-bdff-00ef-6cbc0ed173ce.png,true
5423361,4598820,gender-and-the-environmentwomen-and-sdg-9-industry-innovation-and-infrastructure,artifacts/file/img/321be242-ad37-d66a-f585-d0fef6486ba5.png,true
5423373,4598879,review-of-inclusive-education-in-portugalthe-oecd-strength-through-diversity-project,artifacts/file/img/37016846-7d03-2b68-f2b2-924a609cf873.png,true
5423391,4598887,linnovation-au-service-du-developpementstrategie-gestion-et-culture-necessaires-a-linstauration-dun-climat-propice-a-linnovation,artifacts/file/img/4e3b39b2-e121-6d78-79c4-0d3205d5438a.png,false
5423423,4599144,fdi-qualities-policy-toolkitexecutive-summary,artifacts/file/img/03baf549-4284-c70d-a6ad-cb85a41692f5.png,true
5423455,4598959,jenseits-des-bipgeleitwort,artifacts/file/img/dd3b9cfd-60f6-7d41-f709-621ea4e1d66a.png,false
5423485,4599233,perspectives-economiques-de-locde-volume-2020-numero-2royaume-uni,artifacts/file/img/1be9346b-b798-4dd6-ef22-dafbb42c0e48.png,true
5423490,4599185,empowering-young-children-in-the-digital-agetechnical-annex,artifacts/file/img/7647652a-2f14-1872-584f-67dc15b49090.png,true
5423572,4599329,perspectives-economiques-de-locde-volume-2020-numero-2note-de-reflexion-2-insolvabilite-et-surendettement-lies-a-la-crise-du-covid-19,artifacts/file/img/8b4b72f5-acf9-b9ae-f886-90eb8b1a5aff.png,true
5423596,4599051,perspectives-economiques-de-locde-volume-2020-numero-2suede,artifacts/file/img/6a737838-7152-c404-3a3b-330a84ef6a21.png,true
5423598,4599098,oecd-pensions-outlook-2022good-practices-for-developing-standard-mortality-tables-for-retirement-income-arrangements,artifacts/file/img/6fbcbfb2-1230-37d6-acba-1728025c5fae.png,true
5423610,4599345,examens-de-locde-sur-la-cooperation-pour-le-developpement,artifacts/file/img/07e440c1-c42b-fdbb-5161-eecfe7e8f265.png,false
5423619,4599352,regards-sur-leducation-2022guide-du-lecteur,artifacts/file/img/f3f986ef-cfb8-7622-9fe3-5dcff6d4de65.png,false
5423630,4599138,regards-sur-leducation-2021quel-est-le-temps-de-travail-et-denseignement-des-enseignants-et-des-chefs-detablissement,artifacts/file/img/5a5360bc-2b56-8ff9-ea15-f641ca2ac34c.png,true
5423670,4599314,oecd-economic-surveys,artifacts/file/img/c7de019d-973d-4e8c-7fe6-c6551164f17d.png,true
5423687,4599147,main-economic-indicators-volume-2020-issue-8conventional-signs-and-abbreviations,artifacts/file/img/890b4f1c-834f-6d1f-910e-abd7559de946.png,false
5423698,4599356,latin-american-economic-outlook-2020uruguay,artifacts/file/img/57ebce3d-6f13-db69-8a1f-cb3e56c4b544.png,false
5423716,4599368,linnovation-au-service-du-developpementle-processus-dinnovation-au-service-du-developpement,artifacts/file/img/96278147-5cf7-748a-c0ee-7bfb052df6a3.png,true
5423732,4599439,petite-enfance-grands-defis-viavant-propos,artifacts/file/img/43450039-8750-dad1-bd9a-87f402643204.png,false
5423748,4599458,back-to-the-future-of-educationback-from-the-futures,artifacts/file/img/db22d862-bc56-a70e-8bbf-53ab03c07d0e.png,false
5423854,4599442,perspectives-economiques-de-locde-volume-2022-numero-2editorial,artifacts/file/img/f41b0bc5-e239-f41f-b796-66c05263735f.png,true
5423858,4599415,oecd-quarterly-international-trade-statistics-volume-2019-issue-4conventional-signs-and-abbreviations,artifacts/file/img/9c543d3b-4de6-e452-0de3-715975cf9a70.png,false
5429508,4605116,policy-coherence-between-social-protection-climate-actionsayanti-sengupta-gala-dahlet,artifacts/artifact/img/021306a4-9126-4858-a369-d988b6e258db.png,false
5454920,4630525,canadian-womens-experiences-with-ppe-in-the-workplace,artifacts/artifact/img/1697c410-2627-4787-b3ac-60aae4149ae0.png,false
5455722,4631271,i-saathiya-study-report-2023-new-design-ready-for-printcdr,artifacts/artifact/img/96eb7ba6-43a9-4737-82da-c0c9fc1caabe.png,true
5456287,4631836,bibliography-towards-a-multidisciplinary-intermodal-trade-transportation-data-sharing-and-knowledge-exchange-network,artifacts/artifact/img/0c7ced11-da55-46eb-b662-a0f34a112540.png,false
5456686,4632235,the-economic-benefits-of-equal-opportunity-in-the-united-states-by-ending-racial-ethnic-and-gender,artifacts/artifact/img/9a303853-9d63-4d81-8f0c-28dd0be23d9d.png,true
5456694,4632243,equitablegrowthorg,artifacts/artifact/img/0e6d0377-010d-4521-bd2e-1509c473b90a.png,true
5456699,4632248,us,artifacts/artifact/img/b51c8b46-be35-4fe0-9fe9-ae760196012d.png,false
5457246,4632741,electric-school-bus-initiative-advocacy-stakeholder-analysis,artifacts/artifact/img/6b8a41ca-9742-4b22-98ef-3866ee327e82.png,true
5457251,4632746,a-new-framework-for-targeting-inflation,artifacts/artifact/img/b6a6c7d5-dde9-4bf2-b51a-9f70f224cecc.png,false
5461636,4637131,sharing-and-space-commoning-knowledge-through-urban-living-labs-across-different-european-cities,artifacts/artifact/img/cb0e0d94-f881-4c0f-b749-56b716a5c25d.png,true
5473319,4648815,lancienne-et-la-nouvelle-economie-de-linclusion-financiere,artifacts/artifact/img/40cb6df2-eb5c-4b19-a013-a9d2cf33b3e2.png,false
5474155,4649651,himaldoc2023_wp_green_job_opportunities_and_employment_generation_potential_in-_the_hkh,artifacts/artifact/img/746dc671-d732-4532-a15c-11d7e8aa7060.png,true
5474788,4650286,saswata-chaudhury-raktimava-bose-debanka-samanta-venkatachalam-anbumozhi,artifacts/artifact/img/5dcc8c88-7db7-4001-bd4a-33afb833e268.png,true
5474806,4650302,miho-yamaguchi-the-denial-of-the-health-e-ffects-of-l-ow-i-ntensity-rfr-n-on-t-hermal-e-ffects-o,artifacts/artifact/img/a3149f50-a6b7-448c-8d3f-7d9f88f81960.png,true
5485653,4660964,regular-city-council-meeting,artifacts/artifact/img/5239b50a-5ab9-4987-b599-7f315486e0ca.png,false
5487235,4662342,changes-in-mobility-were-underway-even-before-covid-19-key-findings,artifacts/artifact/img/3246ebf9-fc05-4706-a5e3-0346cdcfec49.png,true
5489566,4665337,climate-resilient-sd,artifacts/artifact/img/5b41eb14-1893-4d32-bab8-58b5ccc7c412.png,false
5498013,4673805,coos-county,artifacts/artifact/img/b4da0f66-a254-4027-a2df-c7b84bdd86fc.png,false
5507750,4682854,overall-disadvantaged-business-enterprise-triennial-goal-for-the,artifacts/artifact/img/5574aad7-b803-4052-a454-f0d5b77e0eed.png,false
5515745,4690579,111-corridor-specific-plan,artifacts/artifact/img/cdac6acd-5c47-4239-9485-e02edc82c2fa.png,false
5522274,4697289,ms4-permit-annual-report,artifacts/artifact/img/5b629611-330f-440d-b2f9-f92e13f337df.png,false
5532090,4705322,2019-post-point-heron-colony-management-recommendations-update,artifacts/artifact/img/9065dd9c-eeb2-4555-a389-ed0c6cbbd62c.png,false
5532412,4705596,c-rime-p-revention-i-nvestment-p-lan-cpip,artifacts/artifact/img/293fa76d-188f-4ed8-83c5-9ff3b4e608a6.png,false
5532655,4724081,amarillo,artifacts/artifact/img/449eba3b-0ae1-4fb1-848a-4db5ff0952d2.png,false
5538560,4730659,and-refer-to-the-budget-process-cost-of-alprs,artifacts/artifact/img/5987a2b4-c88e-482e-b2a2-521bfdb29fe0.png,true
5542600,4713819,oxnard-local-road-safety-plan,artifacts/artifact/img/dcb40c3e-a1db-42f3-87f4-914993fde02b.png,false
5552154,4743741,ocde-fao-perspectivas-agricolas-2020-2029prefacio,artifacts/file/img/79385765-8941-59ab-2331-1cd59a5489fa.png,true
5552182,4743710,examen-de-locde-des-pecheries-2020la-gestion-des-peches,artifacts/file/img/1146c76a-83fe-5487-5aba-e0f6f6e2c7f2.png,false
5552206,4743760,regulatory-policy-in-the-slovak-republicforeword,artifacts/file/img/f4c65905-7e2f-a313-e73c-53824f27196b.png,true
5552208,4743800,economic-policy-reforms-2021new-zealand,artifacts/file/img/c7e6e51c-fe20-e1d0-03c4-5193b8bd9cb9.png,false
5552215,4743828,oecd-tourism-trends-and-policies-2022south-africa,artifacts/file/img/26ce0108-2a97-9a88-63d1-d3fc1a95e091.png,true
5552227,4743847,oecd-environmental-performance-reviews,artifacts/file/img/a02abeed-6a1f-5d4e-c76b-ce5a3d8fca2e.png,true
5552231,4743918,oecd-reviews-of-pension-systems,artifacts/file/img/edf4044e-c503-13dd-006f-4d03cb581074.png,true
5552287,4744200,panorama-des-administrations-publiques-2021qualite-des-soins-de-sante,artifacts/file/img/cb4d192c-884f-69fb-5589-d680636a40ec.png,true
5552308,4743938,pensions-at-a-glance-asiapacific-2022future-retirement-ages,artifacts/file/img/a5881320-f5e7-9d30-7e07-0a1fe3f4ca3b.png,true
5552376,4744001,pensions-at-a-glance-2021fertility,artifacts/file/img/13a1e84e-0c4e-451c-758c-50657c231dc4.png,true
5552478,4744195,oecd-tourism-trends-and-policies-2022canada,artifacts/file/img/e1adb4a7-f320-823d-43e9-9210484d2b6f.png,true
5552561,4744281,the-future-for-low-educated-workers-in-belgiummain-findings-and-policy-pointers,artifacts/file/img/f0d5923c-5dac-9422-9828-863dcc1b65e3.png,true
5552608,4744508,sigi-2021-regional-report-for-africawomens-physical-integrity,artifacts/file/img/25d67528-e47c-fc3e-fe8d-24e006a714bc.png,false
5552621,4744491,government-at-a-glance-2021green-budgeting-to-support-a-green-recovery,artifacts/file/img/bf6b38ef-07aa-dd5f-6f21-72fe5621be4d.png,true
5552674,4744544,financing-smes-and-entrepreneurs-2022belgium,artifacts/file/img/8221d5f5-7086-3343-7f70-2a44c3d19e51.png,false
5552767,4744577,oecd-skills-strategy-implementation-guidance-for-koreastrengthening-the-horizontal-governance-of-adult-learning-in-korea,artifacts/file/img/54bb453d-91e8-ea7f-c196-852eae64cb45.png,true
5552899,4744787,gender-equality-in-colombiaforeword,artifacts/file/img/a987113b-5d87-97a3-f5aa-6b794aa54a5a.png,true
5552900,4744885,man-enough-measuring-masculine-norms-to-promote-womens-empowermentexecutive-summary,artifacts/file/img/3f893e98-e07d-9c00-20c0-24d6ead48783.png,false
5552904,4744790,man-enough-measuring-masculine-norms-to-promote-womens-empowermentdata-sources-and-countryterritory-coverage,artifacts/file/img/eda048d7-4aa0-aff9-a229-9f69e42500b2.png,true
5553367,4745684,oecd-international-direct-investment-statistics-2020greece,artifacts/file/img/065b89c3-0b73-2d55-b3d3-5a4adc5e6813.png,true
5553394,4745729,oecd-insurance-statistics-2021czech-republic,artifacts/file/img/154717f4-22fd-0333-210c-4e5d25924cb6.png,false
5553401,4745711,oecd-insurance-statistics-2021netherlands,artifacts/file/img/c1ddf77e-af9f-429b-22f1-7b33f4faccc1.png,true
5553496,4745930,perspectives-economiques-de-locde-volume-2022-numero-1belgique,artifacts/file/img/01c63c82-0892-8bd4-5466-aa609a9034bc.png,true
5553673,4746224,capital-market-review-of-romaniaabbreviations-and-acronyms,artifacts/file/img/3b5eaab2-2914-a9d8-7c72-7905337fe43c.png,false
5553780,4746404,oecd-review-of-the-corporate-governance-of-state-owned-enterprises-in-viet-namthe-states-role-as-an-owner,artifacts/file/img/79791ab1-352f-0b52-94da-eb228b07fd32.png,true
5553798,4746401,danh-gia-cua-oecd-ve-quan-tri-cong-ty-trong-doanh-nghiep-nha-nuoc-tai-viet-namboi-canh-kinh-te-va-chinh-tri-cua-viet-nam,artifacts/file/img/0c6cdb93-6b1b-9ea9-0f7e-d58c95ed4f8b.png,true
5553851,4746489,regulatory-reform-in-brazilpolicies-and-institutions-for-regulatory-governance-in-brazil,artifacts/file/img/c82b6860-fcde-abf4-459d-28205d1e680d.png,true
5554069,4746786,perspectivas-economicas-de-america-latina-2021la-cooperacion-internacional-en-tiempos-de-covid-19,artifacts/file/img/923d294a-2e8b-acbd-32db-0ca22afcbfa2.png,true
5554070,4746772,oecd-skills-strategy-implementation-guidance-for-flanders-belgiumpolicy-implications-of-the-nine-adult-learner-profiles-in-flanders-belgium,artifacts/file/img/e3314e70-4b56-bf39-c129-cd8a7fd72d60.png,true
5554206,4746960,the-future-of-corporate-governance-in-capital-markets-following-the-covid-19-crisiskey-findings,artifacts/file/img/4e0ab203-3764-147e-e4df-de32b9259543.png,true
5554227,4746942,resourcing-higher-education-in-portugalresourcing-accessible-higher-education,artifacts/file/img/1256b643-c460-f901-c43c-b363669a94dc.png,true
5554402,4747255,politique-de-la-reglementation,artifacts/file/img/62d238f6-4e1a-7be9-5d0e-1ccb1c9a893d.png,true
5554875,4748071,oecd-economic-outlook-volume-2021-issue-1australia,artifacts/file/img/26144d40-f178-d214-6d64-81b1109a544c.png,false
5555366,4748894,examens-environnementaux-de-locde,artifacts/file/img/e6266069-cc66-6e51-c06a-37e6793f6711.png,false
5558179,4730675,reimagining-public-safety-task-force-meeting,artifacts/artifact/img/fa2f6b75-87ab-4589-99c9-86a818e6fb99.png,true
5564306,4737316,virginia-beach-sea-level-rise-policy-response-report,artifacts/artifact/img/e70141dd-fc11-40c6-98bb-2ed4fc8ab67d.png,false
5568915,4743655,improving-governance-with-policy-evaluationforeword,artifacts/file/img/90487b9c-9223-258c-9ae9-a3891a36efe1.png,false
5568964,4743528,policies-for-the-future-of-farming-and-food-in-the-netherlandsacronyms,artifacts/file/img/06464390-5a4b-3201-029a-c8552b84eaa8.png,false
5568977,4743768,making-better-policies-for-food-systemsforeword,artifacts/file/img/488bcdab-852b-e35b-4641-8e71eba3004a.png,false
5568991,4743681,oecd-review-of-fisheries-2020fighting-illegal-unreported-and-unregulated-fishing,artifacts/file/img/4af6165c-3896-1990-1032-b88f575c5045.png,true
5569164,4743953,joining-forces-for-gender-equalityparticipation-and-performance-of-girls-and-boys-in-education,artifacts/file/img/bd132ae5-065c-8c7b-84e5-788046f58636.png,true
5569165,4744244,retaining-talent-at-all-agesstaying-healthy-with-age,artifacts/file/img/f9479161-b0d5-1f00-c723-b14d87a5be3d.png,true
5569199,4744079,panorama-des-administrations-publiques-2021analyse-dimpact-de-la-reglementation,artifacts/file/img/f58ccfb2-ad17-01e9-7742-7d8f0c68eaa6.png,true
5569203,4744123,the-missing-entrepreneurs-2021czech-republic,artifacts/file/img/c6b83ef8-3870-30c0-2cf9-e7dcb04bf354.png,true
5569214,4744366,financing-smes-and-entrepreneurs-2022the-netherlands,artifacts/file/img/2458c70f-1c44-4899-7796-7939a598b4b7.png,true
5569247,4744326,latin-american-economic-outlook-2022paraguay,artifacts/file/img/8fa79e8a-1156-3a4b-2a48-e7182bf5f4f7.png,true
5569275,4744632,multi-dimensional-review-of-the-western-balkansoverview,artifacts/file/img/9a824f60-9da9-024e-7550-bd4376594d75.png,true
5569404,4744575,itf-transport-outlook-2021urban-passenger-transport,artifacts/file/img/79206535-de33-1b39-112c-dde5b55b41b7.png,true
5569435,4745154,perspectives-mondiales-des-plastiquesprojections-sur-les-dechets-plastiques-a-lhorizon-2060,artifacts/file/img/21548a1c-e958-e0ac-f837-99c537f013ad.png,true
5569446,4744738,mobilising-evidence-for-good-governanceoverview-of-the-principles-for-the-use-of-evidence-across-jurisdictions,artifacts/file/img/ea94840d-cea5-9900-d6a1-95355f95d520.png,true
5569456,4744809,sigi-2021-regional-report-for-southeast-asiaforeword,artifacts/file/img/b8de90e3-7ba7-83cb-b4a7-1e6f620fafe2.png,true
5569483,4744862,world-energy-outlook-2021introduction,artifacts/file/img/c6ca5239-a34e-032c-6ab3-5315c2b82769.png,true
5569490,4745207,oecd-guiding-principles-for-chemical-accident-prevention-preparedness-and-response,artifacts/file/img/428e2a7e-7684-d1b2-860c-47a1e649c643.png,false
5569505,4745165,perspectives-mondiales-des-plastiquesle-scenario-daction-regionale,artifacts/file/img/4fafd36a-9429-a7a5-f666-d10e6c5e483a.png,true
5569550,4745306,global-plastics-outlookabbreviations-and-acronyms,artifacts/file/img/cac1ae88-4798-791e-1bcf-32c78ce7a892.png,false
5569566,4745053,main-science-and-technology-indicators-volume-2021-issue-2conventional-signs-and-abbreviations,artifacts/file/img/a9e1559d-28a0-d66b-5e4b-e739c31427ee.png,true
5569580,4743584,ocde-fao-perspectivas-agricolas-2022-2031algodon,artifacts/file/img/bf319190-577d-5115-2ca6-bbe1f0d11f4f.png,false
5569589,4745433,statistiques-de-locde-sur-linvestissement-direct-international-2020republique-slovaque,artifacts/file/img/1679c175-5f2a-71ac-efc0-d8dc592b8ca8.png,false
5569603,4745173,digital-skills-for-private-sector-competitiveness-in-uzbekistanmethodology,artifacts/file/img/4538a11a-8210-27b6-5e72-a398d9507b31.png,false
5569635,4745466,oecd-insurance-statistics-2020denmark,artifacts/file/img/fa223e7b-ae8f-c757-c388-83dbb3bbe77f.png,false
5569650,4743667,ocde-fao-perspectivas-agricolas-2020-2029otros-productos,artifacts/file/img/0b968104-97f9-8d7b-67f8-d40605b71b2d.png,false
5569664,4745155,improving-framework-conditions-for-the-digital-transformation-of-businesses-in-kazakhstanadapt-the-regulatory-and-policy-framework-for-firms-to-new-digital-challenges,artifacts/file/img/c1db8f87-f010-c603-ea54-8f696922a0fd.png,false
5569677,4745567,oecd-insurance-statistics-2022mexico,artifacts/file/img/d70756c4-90e2-fc44-d20b-b94b1478ca11.png,false
5569740,4745377,oecd-international-direct-investment-statistics-2022hungary,artifacts/file/img/018352c4-c77c-398f-754c-c219cb4fc96d.png,false
5569742,4743831,education-policy-outlook-2021austria,artifacts/file/img/db2ae569-31e5-1417-6eaf-7f632057403d.png,true
5569745,4743893,oecd-tourism-trends-and-policies-2022iceland,artifacts/file/img/80549435-2afb-4b07-509f-fde971d1df66.png,false
5569770,4745473,perspectives-economiques-de-locde-volume-2021-numero-2roumanie,artifacts/file/img/416265df-a895-066c-3b7d-cf3546d9ee3f.png,true
5569782,4745780,oecd-economic-outlook-volume-2022-issue-2turkiye,artifacts/file/img/b6525ff5-c73e-47f9-1744-8b9022342200.png,true
5569783,4745763,statistiques-de-locde-sur-les-assurances-2020luxembourg,artifacts/file/img/9a22d8c3-6e00-9be0-9a63-cb231530e5f2.png,false
5569839,4745861,oecd-insurance-statistics-2020mexico,artifacts/file/img/f9bb53f3-2beb-79af-53f4-806db80b63de.png,false
5569847,4745852,revisao-do-centro-de-governo-do-brasilsumario-executivo,artifacts/file/img/97509033-0fa9-b521-1767-5c5228152cc7.png,false
5569871,4745571,statistiques-de-locde-sur-les-investisseurs-institutionnels-2020finlande,artifacts/file/img/53f365f9-2bb3-8342-d625-16b497cb907f.png,false
5569956,4745682,oecd-insurance-statistics-2021mexico,artifacts/file/img/623b0f76-0801-1144-b107-d576c1e1d179.png,false
5569962,4744239,preparing-for-the-future-of-work-in-canadathe-local-impacts-of-automation-in-canada,artifacts/file/img/d6f20434-bf9f-ab6e-032d-efe1df2657f5.png,false
5569985,4744269,perspectivas-economicas-de-america-latina-2022colombia,artifacts/file/img/b2479fcd-7f8f-8ede-a25a-cf73317af771.png,false
5569989,4743614,regulatory-policy-in-the-slovak-republicstakeholder-engagement-and-public-consultations,artifacts/file/img/8346fd9f-b69c-3764-3ed1-10e0d0e12520.png,false
5569991,4746128,oecd-economic-outlook-volume-2022-issue-2luxembourg,artifacts/file/img/13586d4e-1fcd-c8c8-7c5f-f87b66d564f5.png,true
5569996,4746236,building-trust-and-reinforcing-democracyforeword,artifacts/file/img/67049036-d2c6-ff94-354e-2b6a2f61d80c.png,true
5570015,4744253,condiciones-propicias-para-el-financiamiento-y-la-inversion-en-bioenergia-en-colombiatendencias-del-sector-energetico-y-perspectivas-de-energia-limpia,artifacts/file/img/4e67796e-305f-f696-2f4b-8e0833e24a7b.png,false
5570031,4746356,instaurer-la-confiance-pour-renforcer-la-democratiela-voie-a-suivre,artifacts/file/img/02abc478-1d7f-b090-a6f3-0097c51936b9.png,false
5570060,4746163,oecd-review-of-the-corporate-governance-of-state-owned-enterprises-in-viet-nameconomic-and-political-context-of-viet-nam,artifacts/file/img/4e58f1f1-a2a6-a5ed-0b09-4c940d37cf54.png,true
5570103,4743791,the-missing-entrepreneurs-2021austria,artifacts/file/img/333ade01-f6b9-ddba-b86c-4ef1fb88295b.png,true
5570106,4743830,joining-forces-for-gender-equalitygender-gaps-in-entrepreneurship-remain,artifacts/file/img/e95f3b74-d195-b4e8-2082-d95102b062e9.png,true
5570112,4745824,statistiques-de-locde-sur-les-assurances-2020hongrie,artifacts/file/img/ffa4213c-e83f-0675-36ac-b0d34bc2d8a7.png,false
5570150,4744471,oecd-economic-surveys,artifacts/file/img/e1ab3242-0a51-6722-a280-9c8e2d008207.png,false
5570151,4743925,joining-forces-for-gender-equalitywomen-entrepreneurs-and-international-trade,artifacts/file/img/47a009e8-81bd-142d-158d-9f2422902f57.png,true
5570172,4745884,statistiques-de-locde-sur-linvestissement-direct-international-2020comparaisons-internationales,artifacts/file/img/60523966-df5c-512f-ee41-6fc1096902f2.png,false
5570175,4744116,multi-dimensional-review-of-the-western-balkansa-green-recovery-in-albania,artifacts/file/img/5f555444-f913-26bb-fc51-2467a1c23219.png,true
5570181,4743579,ocde-fao-perspectivas-agricolas-2020-2029panorama-general,artifacts/file/img/2488048f-3cb6-13d2-51ad-5df34976580e.png,false
5570182,4746396,fighting-transnational-bribery-in-croatiasanctions-for-foreign-bribery,artifacts/file/img/fc1a9f46-ac75-7a72-dc0a-ce75577784ff.png,false
5570185,4745956,statistiques-de-locde-sur-les-investisseurs-institutionnels-2020canada,artifacts/file/img/1244fc0b-d2c5-8685-402c-c15a0f2e2f1a.png,false
5570198,4744005,government-at-a-glance-2021fiscal-balance-and-debt-by-level-of-government,artifacts/file/img/7ba4871a-1b7e-a419-b5f0-ddad09616d97.png,false
5570285,4744141,pensions-at-a-glance-2021basic-targeted-and-minimum-pensions,artifacts/file/img/1f28c628-839e-f061-351d-2f4b7d2d569d.png,true
5570300,4746106,tackling-policy-challenges-through-public-sector-innovationinnovation-portfolios-in-policy-making-systems,artifacts/file/img/392b8783-62ca-cd13-b17c-58071605b3ee.png,true
5570305,4746486,recueil-de-pratiques-des-organisations-internationalesle-partenariat-des-oi,artifacts/file/img/e680f2b5-b8c3-881a-8397-bfdea87081ca.png,true
5570306,4744592,economic-policy-reforms-2021united-states,artifacts/file/img/69de1519-fdb1-bf44-f398-95721dca765a.png,true
5570308,4746254,establishing-regulatory-impact-assessment-in-mauritiusbasic-questionnaire-of-the-analysis-to-define-the-preparation-or-expansion-of-ria-in-australia,artifacts/file/img/34c4c6c4-13a2-ce4a-2377-71351092e8d3.png,true
5570322,4746338,building-trust-and-reinforcing-democracytransforming-public-governance-for-digital-democracy,artifacts/file/img/852f6e51-7f23-540c-5657-273f40566675.png,true
5570329,4746516,promoting-integrity-through-the-reform-of-the-administrative-penalty-system-of-bulgariapersons-liable-for-administrative-penalties-in-bulgaria,artifacts/file/img/a9daaa7b-d17d-6d81-83c0-bca7b3449637.png,true
5570342,4746576,promoting-an-age-inclusive-workforceaction-plan,artifacts/file/img/21fd8374-1df2-9a60-c959-c702a0661301.png,true
5570353,4746249,centre-of-government-review-of-brazilforeword,artifacts/file/img/3d23c4a8-b47c-890f-6910-e9b9b478f0ac.png,true
5570360,4746300,oecd-review-of-the-corporate-governance-of-state-owned-enterprises-in-viet-namlisted-companies-with-state-capital-investment-corporation-ownership-of-no-less-than-10,artifacts/file/img/c33d5f11-5e9a-a11f-5fc5-ae4cef93e9b8.png,true
5570364,4743797,pensions-at-a-glance-2021gross-pension-entitlements-for-couples,artifacts/file/img/14e19733-8ba3-8b9b-0ed3-ac059e10174b.png,true
5570365,4746535,better-regulation-practices-across-the-european-union-2022italy,artifacts/file/img/c4a84ec1-c44a-4c2e-409c-5f32b07d4f8d.png,true
5570388,4744700,aid-for-trade-at-a-glance-2022pakistan,artifacts/file/img/7fdb59f8-00eb-b3f6-f673-bbe63737a834.png,false
5570440,4743845,pensions-at-a-glance-asiapacific-2022coverage,artifacts/file/img/ab2ade03-117d-f19a-2378-457466797864.png,true
5570445,4743900,panorama-des-administrations-publiques-2021egalite-femmes-hommes-en-politique,artifacts/file/img/e78b6d4c-f901-5cd2-ac39-77798f0571c5.png,true
5570451,4746471,oecd-integrity-review-of-costa-ricaforeword,artifacts/file/img/d1a65a34-2b0f-b0e3-c49e-39c4b863ed3a.png,true
5570455,4744379,disability-work-and-inclusionharnessing-the-promise-of-the-future-of-work-for-all,artifacts/file/img/97173467-aa6b-02a3-a13a-ed761fcb3ac6.png,true
5570462,4743866,tendances-des-impots-sur-la-consommation-2020principales-tendances-et-donnees-relatives-aux-impots-sur-la-consommation,artifacts/file/img/7c478595-c1e1-ac68-ff49-1ee4d861251b.png,true
5570477,4744439,environmental-tax-policy-review-of-andalusiathe-multi-level-governance-framework-and-tax-competences-in-spain-and-andalusia,artifacts/file/img/f52f3f83-1e22-e058-a878-b738bc3dfe05.png,false
5570482,4744415,towards-a-blue-recovery-in-fijifinancing-for-a-sustainable-ocean-economy-and-blue-recovery,artifacts/file/img/013fd276-f51a-0541-0e98-b868262b4a5b.png,false
5570557,4743984,pensions-at-a-glance-2021changes-in-employment-rates-of-older-workers,artifacts/file/img/01179f76-32f6-af26-09c6-f2a45566e97e.png,true
5570569,4746825,fortalecendo-a-integridade-publica-no-brasilfortalecimento-das-instituicoes-do-sistema-de-integridade-publica-sipef,artifacts/file/img/b176b725-6551-1a72-ee8f-a487277c7df9.png,true
5570596,4746735,oecd-labour-force-statistics-2021conventional-signs-and-abbreviations,artifacts/file/img/5ef09e83-a201-fd02-f52c-d2d0302982da.png,false
